sample_id,d13C_measurement,d13C_precision
5982,-6.04,0.06
5983,-6.66,0.06
5984,-7.36,0.06
5985,-7.93,0.06
5986,-7.8,0.06
5987,-7.72,0.06
5988,-7.63,0.06
5989,-7.86,0.06
5990,-7.2,0.06
5991,-7.21,0.06
5992,-7.41,0.06
5993,-7.43,0.06
5994,-7.69,0.06
5995,-7.93,0.06
5996,-8.0,0.06
5997,-7.97,0.06
5998,-8.0,0.06
5999,-8.12,0.06
6000,-8.13,0.06
6001,-8.27,0.06
6002,-8.02,0.06
6003,-7.71,0.06
6004,-7.56,0.06
6005,-7.14,0.06
6006,-7.14,0.06
6007,-7.3,0.06
6008,-7.23,0.06
6009,-7.22,0.06
6010,-7.45,0.06
6011,-8.19,0.06
6012,-8.55,0.06
6013,-8.44,0.06
6014,-8.61,0.06
6015,-8.84,0.06
6016,-9.14,0.06
6017,-9.25,0.06
6018,-9.45,0.06
6019,-9.49,0.06
6020,-9.44,0.06
6021,-9.44,0.06
6022,-9.09,0.06
6023,-8.97,0.06
6024,-8.86,0.06
6025,-8.48,0.06
6026,-8.35,0.06
6027,-7.87,0.06
6028,-7.25,0.06
6029,-7.06,0.06
6030,-7.03,0.06
6031,-7.13,0.06
6032,-6.72,0.06
6033,-6.71,0.06
6034,-7.25,0.06
6035,-7.85,0.06
6036,-7.63,0.06
6037,-7.67,0.06
6038,-7.9,0.06
6039,-8.34,0.06
6040,-8.17,0.06
6041,-8.12,0.06
6042,-7.81,0.06
6043,-7.69,0.06
6044,-7.65,0.06
6045,-7.65,0.06
6046,-7.45,0.06
6047,-7.47,0.06
6048,-7.65,0.06
6049,-7.88,0.06
6050,-8.07,0.06
6051,-8.22,0.06
6052,-8.57,0.06
6053,-8.3,0.06
6054,-8.41,0.06
6055,-8.56,0.06
6056,-8.74,0.06
6057,-8.93,0.06
6058,-8.58,0.06
6059,-7.96,0.06
6060,-7.74,0.06
6061,-7.57,0.06
6062,-7.93,0.06
6063,-7.69,0.06
6064,-7.88,0.06
6065,-8.52,0.06
6066,-8.69,0.06
6067,-8.71,0.06
6068,-8.19,0.06
6069,-8.58,0.06
6070,-8.86,0.06
6071,-8.08,0.06
6072,-8.0,0.06
6073,-8.04,0.06
6074,-8.69,0.06
6075,-9.03,0.06
6076,-8.63,0.06
6077,-7.51,0.06
6078,-7.69,0.06
6079,-8.57,0.06
6080,-8.67,0.06
6081,-8.39,0.06
6082,-7.94,0.06
6083,-8.34,0.06
6084,-8.56,0.06
6085,-9.0,0.06
6086,-8.5,0.06
6087,-8.47,0.06
6088,-8.54,0.06
6089,-6.93,0.06
6090,-7.52,0.06
6091,-8.55,0.06
6092,-8.91,0.06
6093,-7.8,0.06
6094,-7.46,0.06
6095,-8.2,0.06
6096,-8.8,0.06
6097,-8.93,0.06
6098,-8.75,0.06
6099,-8.5,0.06
6100,-8.79,0.06
6101,-9.0,0.06
6102,-8.96,0.06
6103,-8.24,0.06
6104,-7.29,0.06
6105,-7.58,0.06
6106,-7.42,0.06
6107,-7.45,0.06
6108,-7.43,0.06
6109,-7.4,0.06
6110,-7.49,0.06
6111,-7.39,0.06
6112,-7.99,0.06
6113,-8.58,0.06
6114,-7.99,0.06
6115,-8.28,0.06
6116,-8.65,0.06
6117,-9.06,0.06
6118,-9.15,0.06
6119,-8.86,0.06
6120,-9.17,0.06
6121,-9.21,0.06
6122,-9.22,0.06
6123,-9.23,0.06
6124,-9.45,0.06
6125,-9.6,0.06
6126,-9.23,0.06
6127,-9.28,0.06
6128,-8.85,0.06
6129,-8.64,0.06
6130,-9.04,0.06
6131,-8.77,0.06
6132,-8.74,0.06
6133,-8.57,0.06
6134,-7.69,0.06
6135,-8.0,0.06
6136,-8.4,0.06
6137,-8.16,0.06
6138,-8.45,0.06
6139,-8.55,0.06
6140,-8.69,0.06
6141,-8.46,0.06
6142,-8.29,0.06
6143,-8.09,0.06
6144,-8.22,0.06
6145,-7.85,0.06
6146,-8.41,0.06
6147,-8.4,0.06
6148,-8.2,0.06
6149,-8.51,0.06
6150,-7.92,0.06
6151,-7.31,0.06
6152,-7.61,0.06
6153,-8.51,0.06
6154,-7.64,0.06
6155,-7.54,0.06
6156,-8.14,0.06
6157,-7.73,0.06
6158,-7.41,0.06
6159,-7.55,0.06
6160,-7.68,0.06
6161,-7.31,0.06
6162,-7.64,0.06
6163,-8.07,0.06
6164,-8.02,0.06
6165,-8.26,0.06
6166,-8.2,0.06
6167,-7.89,0.06
6168,-8.14,0.06
6169,-7.65,0.06
6170,-7.27,0.06
6171,-7.85,0.06
6172,-7.92,0.06
6173,-7.87,0.06
6174,-7.37,0.06
6175,-7.02,0.06
6176,-7.06,0.06
6177,-7.13,0.06
6178,-7.75,0.06
6179,-8.21,0.06
6180,-8.13,0.06
6181,-6.83,0.06
6182,-6.87,0.06
6183,-7.22,0.06
6184,-7.45,0.06
6185,-6.49,0.06
6186,-6.68,0.06
6187,-6.69,0.06
6188,-6.54,0.06
6189,-6.43,0.06
6190,-6.85,0.06
6191,-7.13,0.06
6192,-6.97,0.06
6193,-7.33,0.06
6194,-7.13,0.06
6195,-7.5,0.06
6196,-7.76,0.06
6197,-7.65,0.06
6198,-7.21,0.06
6199,-7.82,0.06
6200,-8.26,0.06
6201,-8.08,0.06
6202,-8.25,0.06
6203,-8.02,0.06
6204,-7.53,0.06
6205,-6.1,0.06
6206,-6.57,0.06
6207,-6.25,0.06
6208,-6.38,0.06
6209,-6.63,0.06
6210,-7.19,0.06
6211,-7.5,0.06
6212,-7.84,0.06
6213,-7.47,0.06
6214,-7.54,0.06
6215,-7.3,0.06
6216,-7.17,0.06
6217,-7.02,0.06
6218,-6.85,0.06
6219,-6.15,0.06
6220,-5.42,0.06
6221,-5.77,0.06
6222,-6.59,0.06
6223,-6.65,0.06
6224,-6.38,0.06
6225,-6.23,0.06
6226,-6.4,0.06
6227,-7.11,0.06
6228,-7.49,0.06
6229,-7.14,0.06
6230,-7.24,0.06
6231,-6.75,0.06
6232,-6.66,0.06
6233,-6.71,0.06
6234,-7.43,0.06
6235,-7.18,0.06
6236,-7.04,0.06
6237,-7.1,0.06
6238,-6.7,0.06
6239,-6.43,0.06
6240,-5.21,0.06
6241,-6.13,0.06
6242,-6.38,0.06
6243,-6.49,0.06
6244,-6.29,0.06
6245,-5.8,0.06
6246,-5.65,0.06
6247,-5.34,0.06
6248,-5.8,0.06
6249,-6.71,0.06
6250,-7.2,0.06
6251,-7.06,0.06
6252,-6.3,0.06
6253,-6.01,0.06
6254,-6.14,0.06
6255,-6.82,0.06
6256,-6.86,0.06
6257,-6.09,0.06
6258,-6.52,0.06
6259,-6.89,0.06
6260,-6.31,0.06
6261,-6.01,0.06
6262,-5.77,0.06
6263,-5.91,0.06
6264,-5.58,0.06
6265,-5.22,0.06
6266,-5.36,0.06
6267,-5.1,0.06
6268,-4.59,0.06
6269,-4.59,0.06
6270,-4.68,0.06
6271,-4.92,0.06
6272,-5.27,0.06
6273,-5.32,0.06
6274,-5.48,0.06
6275,-5.71,0.06
6276,-5.68,0.06
6277,-6.04,0.06
6278,-6.64,0.06
6279,-6.94,0.06
6281,-7.62,0.06
6282,-7.72,0.06
6283,-7.78,0.06
6284,-8.17,0.06
6285,-8.48,0.06
6286,-8.19,0.06
6287,-7.83,0.06
6288,-8.06,0.06
6289,-8.26,0.06
6290,-8.08,0.06
6291,-8.34,0.06
6292,-8.36,0.06
6293,-8.3,0.06
6294,-7.98,0.06
6295,-7.7,0.06
6296,-7.3,0.06
6297,-7.43,0.06
6298,-7.56,0.06
6299,-7.73,0.06
6300,-7.79,0.06
6301,-7.81,0.06
6302,-7.68,0.06
6303,-7.66,0.06
6304,-7.63,0.06
6305,-7.53,0.06
6306,-7.48,0.06
6307,-7.42,0.06
6308,-7.36,0.06
6309,-7.03,0.06
6310,-6.14,0.06
6311,-5.14,0.06
6312,-4.03,0.06
6313,-4.4,0.06
6315,-6.03,0.06
6316,-6.06,0.06
6317,-5.48,0.06
6318,-5.06,0.06
6319,-5.26,0.06
6320,-6.96,0.06
6321,-9.51,0.06
6322,-9.46,0.06
6323,-9.36,0.06
6324,-9.33,0.06
6325,-9.5,0.06
6326,-9.75,0.06
6327,-9.8,0.06
6328,-9.86,0.06
6329,-9.53,0.06
6330,-7.64,0.06
6331,-7.74,0.06
6332,-8.24,0.06
6333,-8.18,0.06
6334,-9.09,0.06
6335,-9.29,0.06
6336,-9.21,0.06
6337,-8.57,0.06
6338,-6.96,0.06
6339,-8.09,0.06
6340,-9.0,0.06
6341,-9.07,0.06
6342,-9.0,0.06
6343,-8.58,0.06
6344,-8.63,0.06
6345,-8.84,0.06
6346,-8.99,0.06
6347,-9.07,0.06
6348,-8.96,0.06
6349,-8.88,0.06
6350,-8.62,0.06
6351,-8.35,0.06
6352,-8.21,0.06
6353,-8.32,0.06
6354,-8.07,0.06
6355,-7.84,0.06
6356,-8.03,0.06
6357,-8.14,0.06
6358,-8.12,0.06
6359,-8.32,0.06
6360,-8.58,0.06
6361,-8.72,0.06
6362,-8.71,0.06
6363,-8.69,0.06
6364,-8.4,0.06
6365,-8.03,0.06
6366,-7.84,0.06
6367,-8.12,0.06
6368,-7.78,0.06
6369,-7.48,0.06
6370,-6.77,0.06
6371,-6.49,0.06
6372,-6.17,0.06
6373,-5.78,0.06
6374,-5.62,0.06
6375,-5.6,0.06
6376,-6.5,0.06
6377,-8.19,0.06
6378,-9.14,0.06
6379,-9.84,0.06
6380,-10.0,0.06
6381,-10.02,0.06
6382,-10.19,0.06
6383,-10.12,0.06
6384,-9.99,0.06
6385,-10.07,0.06
6386,-10.02,0.06
6387,-9.8,0.06
6388,-9.7,0.06
6389,-9.77,0.06
6390,-9.9,0.06
6391,-10.21,0.06
6392,-10.27,0.06
6393,-10.09,0.06
6394,-10.05,0.06
6395,-9.91,0.06
6396,-9.82,0.06
6397,-9.71,0.06
6398,-10.07,0.06
6399,-10.09,0.06
6400,-10.03,0.06
6401,-10.29,0.06
6402,-10.5,0.06
6403,-10.62,0.06
6404,-10.51,0.06
6405,-10.6,0.06
6406,-10.23,0.06
6407,-10.33,0.06
6408,-10.5,0.06
6409,-10.34,0.06
6410,-10.24,0.06
6411,-10.32,0.06
6412,-10.27,0.06
6413,-10.3,0.06
6414,-10.34,0.06
6415,-10.31,0.06
6416,-10.42,0.06
6417,-10.4,0.06
6418,-9.74,0.06
6419,-8.92,0.06
6420,-8.49,0.06
6421,-8.08,0.06
6422,-8.06,0.06
6423,-8.2,0.06
6424,-8.03,0.06
6425,-7.98,0.06
6426,-8.2,0.06
6427,-8.09,0.06
6428,-7.99,0.06
6429,-7.67,0.06
6430,-7.32,0.06
6431,-6.49,0.06
6432,-5.26,0.06
6433,-4.59,0.06
6434,-4.52,0.06
6435,-4.55,0.06
6436,-4.63,0.06
6437,-4.76,0.06
6438,-4.69,0.06
6439,-4.98,0.06
6440,-5.5,0.06
6441,-5.98,0.06
6442,-6.24,0.06
6443,-5.6,0.06
6444,-5.34,0.06
6445,-5.58,0.06
6446,-5.98,0.06
6447,-6.17,0.06
6448,-6.01,0.06
6449,-5.9,0.06
6450,-6.1,0.06
6451,-6.25,0.06
6452,-6.42,0.06
6453,-6.97,0.06
6454,-7.37,0.06
6455,-7.87,0.06
6456,-8.1,0.06
6457,-8.28,0.06
6458,-7.94,0.06
6459,-7.92,0.06
6460,-8.04,0.06
6461,-7.95,0.06
6462,-8.24,0.06
6463,-8.64,0.06
6464,-9.08,0.06
6465,-9.33,0.06
6466,-9.42,0.06
6467,-9.32,0.06
6468,-9.17,0.06
6469,-9.8,0.06
6470,-9.39,0.06
6471,-9.37,0.06
6472,-9.77,0.06
6473,-9.87,0.06
6474,-9.23,0.06
6475,-7.48,0.06
6476,-8.8,0.06
6477,-8.38,0.06
6478,-8.39,0.06
6479,-8.92,0.06
6480,-9.16,0.06
6481,-8.77,0.06
6482,-8.95,0.06
6483,-8.93,0.06
6484,-8.59,0.06
6485,-7.55,0.06
6486,-6.94,0.06
6487,-6.32,0.06
6488,-6.42,0.06
6489,-6.94,0.06
6490,-7.42,0.06
6491,-8.1,0.06
6492,-8.67,0.06
6493,-8.82,0.06
6494,-8.95,0.06
6495,-8.53,0.06
6496,-8.14,0.06
6497,-8.21,0.06
6498,-7.88,0.06
6499,-7.67,0.06
6500,-7.27,0.06
6501,-7.05,0.06
6502,-7.55,0.06
6503,-8.3,0.06
6504,-8.52,0.06
6505,-8.36,0.06
6506,-8.19,0.06
6507,-7.45,0.06
6508,-7.48,0.06
6509,-7.83,0.06
6510,-7.66,0.06
6511,-7.35,0.06
6512,-7.94,0.06
6513,-7.82,0.06
6514,-7.26,0.06
6515,-7.04,0.06
6516,-8.23,0.06
6517,-8.99,0.06
6518,-9.21,0.06
6519,-8.71,0.06
6520,-8.85,0.06
6521,-9.15,0.06
6522,-9.0,0.06
6523,-8.97,0.06
6524,-9.32,0.06
6525,-9.66,0.06
6526,-9.72,0.06
6527,-9.91,0.06
6528,-10.03,0.06
6529,-9.98,0.06
6530,-9.97,0.06
6531,-10.06,0.06
6532,-9.7,0.06
6533,-9.38,0.06
6534,-8.97,0.06
6535,-8.86,0.06
6536,-8.61,0.06
6537,-8.42,0.06
6538,-7.84,0.06
6539,-7.55,0.06
6540,-7.53,0.06
6541,-7.49,0.06
6542,-7.79,0.06
6543,-8.76,0.06
6544,-8.71,0.06
6545,-8.74,0.06
6546,-7.83,0.06
6547,-8.06,0.06
6548,-8.04,0.06
6549,-8.94,0.06
6550,-9.33,0.06
6551,-9.52,0.06
6552,-9.38,0.06
6553,-8.98,0.06
6554,-9.0,0.06
6555,-9.39,0.06
6556,-9.18,0.06
6557,-9.22,0.06
6558,-9.42,0.06
6559,-9.06,0.06
6560,-9.16,0.06
6561,-9.28,0.06
6562,-9.48,0.06
6563,-9.36,0.06
6564,-9.58,0.06
6565,-9.49,0.06
6566,-8.99,0.06
6567,-9.01,0.06
6568,-9.17,0.06
6569,-9.08,0.06
6570,-9.05,0.06
6571,-9.04,0.06
6572,-9.23,0.06
6573,-9.24,0.06
6574,-9.33,0.06
6575,-9.23,0.06
6576,-9.24,0.06
6577,-9.0,0.06
6578,-9.06,0.06
6579,-8.59,0.06
6580,-8.26,0.06
6581,-8.33,0.06
6582,-8.26,0.06
6583,-8.55,0.06
6584,-8.47,0.06
6585,-8.79,0.06
6586,-8.8,0.06
6587,-8.75,0.06
6588,-9.12,0.06
6589,-9.2,0.06
6590,-9.25,0.06
6591,-8.8,0.06
6592,-9.45,0.06
6593,-9.28,0.06
6594,-8.96,0.06
6595,-8.37,0.06
6596,-9.22,0.06
6597,-9.27,0.06
6598,-9.6,0.06
6599,-9.68,0.06
6600,-9.72,0.06
6601,-9.67,0.06
6602,-9.73,0.06
6603,-9.8,0.06
6604,-9.53,0.06
6605,-9.3,0.06
6606,-9.17,0.06
6607,-8.33,0.06
6608,-8.51,0.06
6609,-8.88,0.06
6610,-8.76,0.06
6611,-8.8,0.06
6612,-8.94,0.06
6613,-9.03,0.06
6614,-9.16,0.06
6615,-9.45,0.06
6616,-9.44,0.06
6617,-9.46,0.06
6618,-9.29,0.06
6619,-9.36,0.06
6620,-9.37,0.06
6621,-9.59,0.06
6622,-9.58,0.06
6623,-9.42,0.06
6624,-9.15,0.06
6625,-9.24,0.06
6626,-9.45,0.06
6627,-9.05,0.06
6628,-8.54,0.06
6629,-7.98,0.06
6630,-8.44,0.06
6631,-8.27,0.06
6632,-9.08,0.06
6633,-9.64,0.06
6634,-9.48,0.06
6635,-9.23,0.06
6636,-9.07,0.06
6637,-8.74,0.06
6638,-8.7,0.06
6639,-8.68,0.06
6640,-9.28,0.06
6641,-9.51,0.06
6642,-9.43,0.06
6643,-9.73,0.06
6644,-9.64,0.06
6645,-9.51,0.06
6646,-8.84,0.06
6647,-7.81,0.06
6648,-7.69,0.06
6649,-7.83,0.06
6650,-7.95,0.06
6651,-9.12,0.06
6652,-9.3,0.06
6653,-8.75,0.06
6654,-8.73,0.06
6655,-8.84,0.06
6656,-9.64,0.06
6657,-9.76,0.06
6658,-9.49,0.06
6659,-9.48,0.06
6660,-9.66,0.06
6661,-9.59,0.06
6662,-9.56,0.06
6663,-9.71,0.06
6664,-9.33,0.06
6665,-9.26,0.06
6666,-9.53,0.06
6667,-9.36,0.06
6668,-9.49,0.06
6669,-9.55,0.06
6670,-9.47,0.06
6671,-9.82,0.06
6672,-9.62,0.06
6673,-9.54,0.06
6674,-9.47,0.06
6675,-9.52,0.06
6676,-9.46,0.06
6677,-9.43,0.06
6678,-9.49,0.06
6679,-9.49,0.06
6680,-9.57,0.06
6681,-9.38,0.06
6682,-9.28,0.06
6683,-9.2,0.06
6684,-9.18,0.06
6685,-9.1,0.06
6686,-9.08,0.06
6687,-8.98,0.06
6688,-8.63,0.06
6689,-8.8,0.06
6690,-9.12,0.06
6691,-8.8,0.06
6692,-8.6,0.06
6693,-7.75,0.06
6694,-7.4,0.06
6695,-7.62,0.06
6696,-7.53,0.06
6697,-7.48,0.06
6698,-7.01,0.06
6699,-6.9,0.06
6700,-6.7,0.06
6701,-5.95,0.06
6702,-5.1,0.06
6703,-4.85,0.06
6704,-5.26,0.06
6705,-5.75,0.06
6706,-5.74,0.06
6707,-5.2,0.06
6708,-6.1,0.06
6709,-8.54,0.06
6710,-9.46,0.06
6711,-9.46,0.06
6712,-9.52,0.06
6713,-9.17,0.06
6714,-9.05,0.06
6715,-8.79,0.06
6716,-8.88,0.06
6717,-5.49,0.06
6718,-5.19,0.06
6719,-5.36,0.06
6720,-5.14,0.06
6721,-5.12,0.06
6722,-5.16,0.06
6723,-5.15,0.06
6724,-5.39,0.06
6725,-5.41,0.06
6726,-4.92,0.06
6727,-5.08,0.06
6728,-5.37,0.06
6729,-5.13,0.06
6730,-5.06,0.06
6731,-5.18,0.06
6732,-4.99,0.06
6733,-5.07,0.06
6734,-5.43,0.06
6735,-5.64,0.06
6736,-5.49,0.06
6737,-5.36,0.06
6738,-4.92,0.06
6739,-4.54,0.06
6740,-4.67,0.06
6741,-4.77,0.06
6742,-4.72,0.06
6743,-4.22,0.06
6744,-3.9,0.06
6745,-3.57,0.06
6746,-3.69,0.06
6747,-4.18,0.06
6748,-4.49,0.06
6749,-4.54,0.06
6750,-3.99,0.06
6751,-3.95,0.06
6752,-4.15,0.06
6753,-4.58,0.06
6754,-4.68,0.06
6755,-4.3,0.06
6756,-3.73,0.06
6757,-3.58,0.06
6758,-3.76,0.06
6759,-3.39,0.06
6760,-2.32,0.06
6761,-1.97,0.06
6762,-0.92,0.06
6763,-0.75,0.06
6764,-0.99,0.06
6765,-0.05,0.06
6766,4.96,0.06
6767,0.08,0.06
6768,-6.8,0.06
6769,-6.24,0.06
6770,-5.67,0.06
6771,-5.56,0.06
6772,-6.5,0.06
6773,-5.53,0.06
6774,-5.52,0.06
6775,-5.72,0.06
6776,-6.44,0.06
6777,-6.5,0.06
6778,-6.5,0.06
6779,-6.17,0.06
6780,-7.15,0.06
6781,-7.5,0.06
6782,-7.35,0.06
6783,-7.34,0.06
6784,-7.57,0.06
6785,-7.39,0.06
6786,-7.08,0.06
6787,-6.55,0.06
6788,-6.49,0.06
6789,-6.65,0.06
6790,-6.3,0.06
6791,-6.15,0.06
6792,-5.92,0.06
6793,-5.67,0.06
6794,-6.29,0.06
6795,-5.98,0.06
6796,-5.73,0.06
6797,-6.14,0.06
6798,-6.07,0.06
6799,-5.8,0.06
6800,-6.1,0.06
6801,-6.71,0.06
6802,-6.58,0.06
6803,-7.36,0.06
6804,-7.66,0.06
6805,-7.3,0.06
6806,-7.4,0.06
6807,-6.88,0.06
6808,-7.06,0.06
6809,-6.8,0.06
6810,-6.8,0.06
6811,-7.07,0.06
6812,-7.41,0.06
6813,-7.45,0.06
6814,-7.11,0.06
6815,-6.9,0.06
6816,-6.77,0.06
6817,-7.49,0.06
6818,-7.61,0.06
6819,-7.44,0.06
6820,-6.66,0.06
6821,-6.96,0.06
6822,-6.81,0.06
6823,-6.28,0.06
6824,-6.78,0.06
6825,-7.3,0.06
6826,-8.08,0.06
6827,-8.6,0.06
6828,-7.71,0.06
6829,-7.61,0.06
6830,-7.78,0.06
6831,-7.26,0.06
6832,-6.92,0.06
6833,-7.48,0.06
6834,-8.05,0.06
6835,-6.5,0.06
6836,-7.07,0.06
6837,-7.52,0.06
6838,-8.07,0.06
6839,-8.49,0.06
6840,-8.45,0.06
6841,-8.47,0.06
6842,-8.69,0.06
6843,-8.88,0.06
6844,-8.58,0.06
6845,-8.79,0.06
6846,-9.0,0.06
6847,-8.92,0.06
6848,-8.88,0.06
6849,-8.95,0.06
6850,-8.96,0.06
6851,-8.91,0.06
6852,-8.65,0.06
6853,-8.95,0.06
6854,-8.89,0.06
6855,-8.83,0.06
6856,-8.49,0.06
6857,-8.01,0.06
6858,-8.13,0.06
6859,-8.4,0.06
6860,-8.19,0.06
6861,-8.15,0.06
6862,-7.61,0.06
6863,-6.49,0.06
6864,-6.76,0.06
6865,-7.25,0.06
6866,-6.09,0.06
6867,-6.83,0.06
6868,-7.37,0.06
6869,-7.41,0.06
6870,-7.69,0.06
6871,-7.52,0.06
6872,-7.54,0.06
6873,-7.18,0.06
6874,-7.04,0.06
6875,-6.64,0.06
6876,-6.49,0.06
6877,-5.95,0.06
6878,-5.82,0.06
6879,-5.65,0.06
6880,-6.05,0.06
6881,-5.94,0.06
6882,-6.27,0.06
6883,-6.49,0.06
6884,-6.4,0.06
6885,-6.18,0.06
6886,-6.09,0.06
6887,-6.12,0.06
6888,-6.04,0.06
6889,-5.71,0.06
6890,-6.23,0.06
6891,-6.25,0.06
6892,-6.46,0.06
6893,-6.65,0.06
6894,-6.62,0.06
6895,-6.46,0.06
6896,-6.59,0.06
6897,-6.84,0.06
6898,-7.03,0.06
6899,-6.93,0.06
6900,-6.7,0.06
6901,-6.13,0.06
6902,-5.44,0.06
6903,-5.7,0.06
6904,-5.03,0.06
6905,-5.53,0.06
6906,-5.76,0.06
6907,-6.33,0.06
6908,-6.21,0.06
6909,-6.11,0.06
6910,-6.21,0.06
6911,-5.71,0.06
6912,-6.75,0.06
6913,-5.7,0.06
6914,-5.03,0.06
6915,-4.61,0.06
6916,-5.8,0.06
6917,-5.17,0.06
6918,-5.86,0.06
6919,-6.43,0.06
6920,-5.86,0.06
6921,-6.23,0.06
6922,-6.31,0.06
6923,-4.34,0.06
6924,-4.08,0.06
6925,-5.3,0.06
6926,-5.42,0.06
6927,-4.98,0.06
6928,-4.25,0.06
6929,-4.83,0.06
6930,-5.43,0.06
6931,-5.09,0.06
6932,-5.57,0.06
6933,-5.76,0.06
6934,-6.09,0.06
6935,-6.0,0.06
6936,-5.85,0.06
6937,-5.57,0.06
6938,-6.31,0.06
6939,-6.49,0.06
6940,-6.25,0.06
6941,-5.86,0.06
6942,-5.67,0.06
6943,-5.17,0.06
6944,-4.74,0.06
6945,-4.82,0.06
6946,-5.4,0.06
6947,-6.02,0.06
6948,-6.02,0.06
6949,-5.5,0.06
6950,-4.19,0.06
6951,-4.16,0.06
6952,-4.68,0.06
6953,-5.44,0.06
6954,-5.59,0.06
6955,-4.68,0.06
6956,-4.41,0.06
6957,-4.64,0.06
6958,-4.36,0.06
6959,-3.19,0.06
6960,-3.49,0.06
6961,-3.83,0.06
6962,-3.4,0.06
6963,-3.61,0.06
6964,-4.77,0.06
6965,-3.95,0.06
6966,-4.42,0.06
6967,-4.53,0.06
6968,-3.82,0.06
6969,-3.85,0.06
6970,-3.9,0.06
6971,-4.03,0.06
6972,-3.66,0.06
6973,-3.73,0.06
6974,-3.71,0.06
6976,-5.41,0.06
6977,-6.3,0.06
6978,-6.97,0.06
6979,-7.21,0.06
6980,-6.91,0.06
6981,-6.95,0.06
6982,-7.97,0.06
6983,-7.76,0.06
6984,-8.16,0.06
6985,-6.3,0.06
6986,-5.68,0.06
6987,-5.22,0.06
6988,-5.39,0.06
6989,-6.43,0.06
6990,-6.75,0.06
6991,-6.3,0.06
6992,-6.81,0.06
6993,-6.57,0.06
6994,-6.6,0.06
6995,-6.27,0.06
6996,-5.93,0.06
6997,-5.47,0.06
6998,-6.37,0.06
6999,-5.58,0.06
7000,-5.59,0.06
7001,-5.08,0.06
7002,-5.29,0.06
7003,-4.87,0.06
7004,-4.84,0.06
7005,-5.06,0.06
7006,-5.08,0.06
7007,-5.54,0.06
7008,-6.55,0.06
7009,-7.54,0.06
7010,-7.71,0.06
7011,-7.65,0.06
7012,-7.24,0.06
7013,-7.05,0.06
7014,-7.18,0.06
7015,-6.61,0.06
7016,-4.72,0.06
7017,-5.55,0.06
7018,-6.85,0.06
7019,-5.84,0.06
7020,-6.46,0.06
7021,-5.08,0.06
7022,-3.68,0.06
7023,-4.72,0.06
7024,-4.38,0.06
7025,-4.53,0.06
7026,-4.62,0.06
7027,-4.91,0.06
7028,-3.82,0.06
7029,-4.24,0.06
7030,-4.38,0.06
7031,-4.96,0.06
7032,-5.16,0.06
7033,-4.86,0.06
7034,-5.22,0.06
7035,-4.8,0.06
7036,-5.33,0.06
7037,-5.69,0.06
7038,-5.88,0.06
7039,-5.29,0.06
7040,-5.9,0.06
7041,-5.18,0.06
7042,-5.22,0.06
7043,-5.75,0.06
7044,-6.55,0.06
7045,-6.39,0.06
7046,-6.56,0.06
7047,-6.56,0.06
7048,-5.52,0.06
7049,-4.78,0.06
7050,-5.18,0.06
7051,-5.45,0.06
7052,-5.86,0.06
7053,-6.32,0.06
7054,-6.3,0.06
7055,-4.74,0.06
7056,-5.01,0.06
7057,-4.53,0.06
7058,-4.46,0.06
7059,-4.94,0.06
7060,-5.21,0.06
7061,-4.48,0.06
7062,-5.26,0.06
7063,-4.35,0.06
7064,-4.63,0.06
7065,-4.84,0.06
7066,-5.58,0.06
7067,-3.02,0.06
7068,-2.68,0.06
7069,-2.56,0.06
7070,-2.51,0.06
7071,-3.29,0.06
7072,-3.35,0.06
7073,-3.97,0.06
7074,-5.02,0.06
7075,-5.78,0.06
7076,-5.8,0.06
7077,-5.12,0.06
7078,-5.27,0.06
7079,-7.81,0.06
7081,-9.16,0.06
7082,-8.84,0.06
7083,-8.44,0.06
7084,-8.26,0.06
7085,-8.11,0.06
7086,-7.95,0.06
7087,-7.51,0.06
7088,-7.48,0.06
7089,-7.4,0.06
7090,-7.34,0.06
7091,-7.31,0.06
7092,-7.31,0.06
7093,-7.41,0.06
7094,-7.48,0.06
7095,-7.31,0.06
7096,-7.24,0.06
7097,-7.18,0.06
7098,-7.33,0.06
7099,-7.59,0.06
7100,-7.64,0.06
7101,-7.43,0.06
7102,-7.37,0.06
7103,-7.44,0.06
7104,-7.48,0.06
7105,-7.62,0.06
7106,-7.75,0.06
7107,-7.61,0.06
7108,-7.43,0.06
7109,-7.37,0.06
7110,-7.5,0.06
7111,-7.24,0.06
7112,-7.09,0.06
7113,-7.27,0.06
7114,-7.07,0.06
7115,-6.73,0.06
7116,-5.61,0.06
7117,-4.69,0.06
7118,-3.54,0.06
7120,-4.15,0.06
7121,-5.11,0.06
7122,-5.48,0.06
7123,-5.76,0.06
7124,-5.44,0.06
7125,-4.78,0.06
7126,-5.57,0.06
7127,-5.95,0.06
7129,-6.53,0.06
7130,-7.4,0.06
7131,-7.47,0.06
7132,-7.61,0.06
7133,-7.09,0.06
7134,-7.4,0.06
7135,-8.32,0.06
7136,-9.3,0.06
7137,-9.11,0.06
7138,-9.05,0.06
7139,-9.07,0.06
7140,-8.83,0.06
7141,-8.71,0.06
7142,-8.82,0.06
7143,-8.6,0.06
7144,-8.34,0.06
7145,-8.14,0.06
7146,-8.21,0.06
7147,-8.27,0.06
7148,-8.35,0.06
7149,-8.39,0.06
7150,-8.39,0.06
7151,-8.49,0.06
7152,-8.61,0.06
