sample_id,d13C_measurement,d13C_precision
284400,-6.022,0.06
284401,-5.968,0.06
284402,-5.693,0.06
284403,-5.978,0.06
284404,-5.82,0.06
284405,-5.723,0.06
284406,-6.186,0.06
284407,-5.999,0.06
284408,-6.309,0.06
284409,-6.354,0.06
284410,-6.547,0.06
284411,-6.473,0.06
284412,-6.438,0.06
284413,-6.313,0.06
284414,-5.622,0.06
284415,-5.451,0.06
284416,-3.693,0.06
284417,-2.983,0.06
284418,-2.903,0.06
284419,-2.541,0.06
284420,-2.872,0.06
284421,-3.094,0.06
284422,-2.87,0.06
284423,-2.767,0.06
284424,-3.02,0.06
284425,-3.549,0.06
284426,-3.092,0.06
284427,-2.486,0.06
284428,-2.494,0.06
284429,-2.5,0.06
284430,-2.461,0.06
284431,-2.47,0.06
284432,-2.488,0.06
284433,-2.707,0.06
284434,-2.791,0.06
284435,-2.815,0.06
284436,-3.014,0.06
284437,-3.43,0.06
284438,-3.195,0.06
284439,-3.608,0.06
284440,-3.786,0.06
284441,-3.987,0.06
284442,-4.037,0.06
284443,-3.973,0.06
284444,-3.503,0.06
284445,-4.2,0.06
284446,-4.874,0.06
284447,-4.786,0.06
284448,-4.222,0.06
284449,-3.902,0.06
284450,-3.945,0.06
284451,-3.714,0.06
284452,-3.488,0.06
284453,-3.615,0.06
284454,-3.54,0.06
284455,-3.24,0.06
284456,-2.896,0.06
284457,-3.082,0.06
284458,-3.032,0.06
284459,-3.168,0.06
284460,-2.786,0.06
284461,-2.245,0.06
284462,-2.198,0.06
284463,-1.918,0.06
284464,-2.1,0.06
284465,-2.107,0.06
284466,-2.146,0.06
284467,-2.324,0.06
284468,-2.335,0.06
284469,-2.344,0.06
284470,-2.423,0.06
284471,-2.193,0.06
284472,-2.236,0.06
284473,-2.132,0.06
284474,-2.283,0.06
284475,-2.51,0.06
284476,-2.737,0.06
284477,-3.034,0.06
284478,-3.165,0.06
284479,-3.956,0.06
284480,-3.909,0.06
284481,-3.733,0.06
284482,-3.696,0.06
284483,-3.696,0.06
284484,-3.728,0.06
284485,-3.971,0.06
284486,-4.219,0.06
284487,-4.743,0.06
284488,-4.367,0.06
284489,-3.94,0.06
284490,-3.355,0.06
284491,-2.475,0.06
284492,-2.612,0.06
284493,-2.478,0.06
284494,-2.268,0.06
284495,-2.272,0.06
284496,-2.255,0.06
284497,-2.244,0.06
284498,-2.519,0.06
284499,-2.535,0.06
284500,-2.907,0.06
284501,-3.392,0.06
284502,-3.527,0.06
284503,-3.181,0.06
284504,-3.221,0.06
284505,-3.044,0.06
284506,-2.911,0.06
284507,-2.922,0.06
284508,-3.137,0.06
284509,-3.237,0.06
284510,-3.099,0.06
284511,-2.971,0.06
284512,-2.851,0.06
284513,-2.993,0.06
284514,-3.549,0.06
284515,-4.086,0.06
284516,-4.256,0.06
284517,-4.415,0.06
284518,-4.981,0.06
284519,-4.728,0.06
284520,-4.954,0.06
284521,-4.882,0.06
284522,-4.471,0.06
284523,-3.979,0.06
284524,-4.114,0.06
284525,-4.046,0.06
284526,-3.478,0.06
284527,-3.502,0.06
284528,-3.438,0.06
284529,-3.156,0.06
284530,-3.042,0.06
284531,-3.035,0.06
284532,-2.971,0.06
284533,-2.975,0.06
284534,-3.085,0.06
284535,-3.143,0.06
284536,-3.344,0.06
284537,-3.345,0.06
284538,-3.678,0.06
284539,-3.646,0.06
284540,-3.754,0.06
284541,-3.63,0.06
284542,-3.561,0.06
284543,-3.577,0.06
284544,-3.548,0.06
284545,-3.636,0.06
284546,-3.601,0.06
284547,-3.442,0.06
284548,-3.284,0.06
284549,-3.254,0.06
284550,-2.884,0.06
284551,-3.042,0.06
284552,-3.532,0.06
284553,-4.107,0.06
284554,-4.789,0.06
284555,-5.251,0.06
284556,-5.771,0.06
284557,-6.04,0.06
284558,-6.379,0.06
284559,-6.376,0.06
284560,-5.944,0.06
284561,-5.447,0.06
284562,-5.571,0.06
284563,-5.893,0.06
284564,-5.639,0.06
284565,-5.13,0.06
284566,-4.945,0.06
284567,-5.195,0.06
284568,-4.856,0.06
284569,-4.668,0.06
284570,-4.69,0.06
284571,-3.948,0.06
284572,-3.347,0.06
284573,-4.114,0.06
284574,-2.936,0.06
284575,-3.046,0.06
284576,-2.778,0.06
284577,-2.169,0.06
284578,-1.982,0.06
284579,-2.141,0.06
284580,-2.101,0.06
284581,-2.107,0.06
284582,-2.369,0.06
284583,-1.904,0.06
284584,-2.077,0.06
284585,-2.724,0.06
284586,-2.864,0.06
284587,-2.752,0.06
284588,-2.494,0.06
284589,-2.213,0.06
284590,-2.255,0.06
284591,-1.755,0.06
284592,-1.592,0.06
284593,-1.361,0.06
284594,-1.543,0.06
284595,-1.49,0.06
284596,-1.327,0.06
284597,-1.401,0.06
284598,-1.29,0.06
284599,-2.001,0.06
284600,-0.752,0.06
284601,-0.783,0.06
284602,-0.807,0.06
284603,-0.828,0.06
284604,-0.682,0.06
284605,-0.74,0.06
284606,-0.426,0.06
284607,-0.52,0.06
284608,-1.067,0.06
284609,-0.858,0.06
284610,-1.088,0.06
284611,-1.355,0.06
284612,-1.782,0.06
284613,-1.097,0.06
284614,-0.696,0.06
284615,-1.108,0.06
284616,-0.989,0.06
284617,-1.325,0.06
284618,-1.428,0.06
284619,-1.929,0.06
284620,-2.128,0.06
284621,-2.732,0.06
284622,-2.609,0.06
284623,-2.8,0.06
284624,-2.889,0.06
284625,-3.836,0.06
284626,-3.24,0.06
284627,-4.29,0.06
284628,-3.343,0.06
284629,-4.474,0.06
284630,-4.433,0.06
284631,-4.325,0.06
284632,-4.578,0.06
284633,-4.414,0.06
284634,-4.165,0.06
284635,-4.099,0.06
284636,-4.051,0.06
284637,-4.348,0.06
284638,-4.195,0.06
284639,-4.479,0.06
284640,-4.538,0.06
284641,-4.689,0.06
284642,-4.758,0.06
284643,-4.625,0.06
284644,-4.532,0.06
284645,-4.453,0.06
284646,-4.584,0.06
284647,-4.061,0.06
284648,-4.287,0.06
284649,-4.12,0.06
284650,-4.3,0.06
284651,-4.291,0.06
284652,-3.968,0.06
284653,-3.819,0.06
284654,-3.803,0.06
284655,-3.571,0.06
284656,-3.848,0.06
284657,-3.245,0.06
284658,-2.787,0.06
284659,-3.53,0.06
284660,-2.352,0.06
284661,-2.268,0.06
284662,-2.112,0.06
284663,-1.363,0.06
284664,-1.192,0.06
284665,-2.189,0.06
284666,-1.086,0.06
284667,-0.475,0.06
284668,-1.031,0.06
284669,-0.782,0.06
284670,-0.874,0.06
284671,-0.859,0.06
284672,-0.896,0.06
284673,-0.907,0.06
284674,-0.944,0.06
284675,-0.593,0.06
284676,-0.944,0.06
284677,-1.012,0.06
284678,-0.935,0.06
284679,-1.011,0.06
284680,-1.045,0.06
284681,-1.041,0.06
284682,-1.031,0.06
284683,-1.036,0.06
284684,-0.952,0.06
284685,-1.036,0.06
284686,-0.899,0.06
284687,-0.975,0.06
284688,-0.935,0.06
284689,-0.811,0.06
284690,-0.884,0.06
284691,-0.787,0.06
284692,-0.946,0.06
284693,-1.061,0.06
284694,-0.929,0.06
284695,-0.91,0.06
284696,-0.864,0.06
284697,-0.965,0.06
284698,-0.876,0.06
284699,-0.735,0.06
284700,-0.882,0.06
284701,-0.876,0.06
284702,-0.783,0.06
284703,-0.683,0.06
284704,-0.65,0.06
284705,-0.56,0.06
284706,-0.61,0.06
284707,-0.384,0.06
284708,-0.25,0.06
284709,-0.454,0.06
284710,-0.494,0.06
284711,-0.516,0.06
284712,-0.471,0.06
284713,-0.615,0.06
284714,-0.549,0.06
284715,-0.652,0.06
284716,-0.745,0.06
284717,-0.824,0.06
284718,-0.732,0.06
284719,-0.766,0.06
284720,-0.74,0.06
284721,-0.786,0.06
284722,-0.596,0.06
284723,-0.704,0.06
284724,-0.645,0.06
284725,-0.68,0.06
284726,-0.678,0.06
284727,-0.43,0.06
284728,-0.696,0.06
284729,-0.632,0.06
284730,-0.628,0.06
284731,-0.712,0.06
284732,-0.692,0.06
284733,-0.734,0.06
284734,-0.75,0.06
284735,-0.897,0.06
284736,-0.767,0.06
284737,-1.353,0.06
284738,-1.373,0.06
284739,-1.547,0.06
284740,-1.013,0.06
284741,-1.445,0.06
284742,-1.746,0.06
284743,-1.767,0.06
284744,-1.712,0.06
284745,-1.318,0.06
284746,-1.271,0.06
284747,-1.304,0.06
284748,-1.422,0.06
284749,-1.224,0.06
284750,-1.277,0.06
284751,-1.056,0.06
284752,-0.724,0.06
284753,-0.638,0.06
284754,-0.439,0.06
284755,-0.419,0.06
284756,-0.4,0.06
284757,-0.519,0.06
284758,-0.568,0.06
284759,-1.32,0.06
284760,-1.154,0.06
284761,-1.381,0.06
284762,-1.629,0.06
284763,-1.315,0.06
284764,-1.434,0.06
284765,-1.418,0.06
284766,-1.152,0.06
284767,-1.001,0.06
284768,-1.008,0.06
284769,-1.049,0.06
284770,-0.832,0.06
284771,-0.779,0.06
284772,-0.858,0.06
284773,-1.083,0.06
284774,-1.197,0.06
284775,-1.459,0.06
284776,-1.359,0.06
284777,-1.755,0.06
284778,-1.846,0.06
284779,-1.932,0.06
284780,-1.777,0.06
284781,-1.963,0.06
284782,-1.981,0.06
284783,-2.159,0.06
284784,-1.97,0.06
284785,-2.222,0.06
284786,-2.507,0.06
284787,-2.178,0.06
284788,-2.75,0.06
284789,-3.086,0.06
284790,-2.495,0.06
284791,-1.428,0.06
284792,-1.285,0.06
284793,-0.726,0.06
284794,-1.021,0.06
284795,-1.08,0.06
284796,-1.146,0.06
284797,-1.876,0.06
284798,-2.245,0.06
284799,-2.229,0.06
284800,-2.269,0.06
284801,-1.865,0.06
284802,-1.936,0.06
284803,-1.796,0.06
284804,-1.698,0.06
284805,-1.591,0.06
284806,-1.406,0.06
284807,-1.381,0.06
284808,-1.613,0.06
284809,-1.287,0.06
284810,-1.539,0.06
284811,-1.304,0.06
284812,-1.232,0.06
284813,-1.376,0.06
284814,-1.513,0.06
284815,-1.593,0.06
284816,-7.81,0.2
284817,-7.87,0.2
284818,-7.86,0.2
284819,-8.0,0.2
284820,-7.84,0.2
284821,-7.99,0.2
284822,-8.11,0.2
284823,-8.16,0.2
284824,-7.86,0.2
284825,-8.2,0.2
284826,-8.06,0.2
284827,-7.24,0.2
284828,-7.6,0.2
284829,-7.49,0.2
284830,-7.72,0.2
284831,-8.26,0.2
284832,-7.8,0.2
284833,-7.73,0.2
284834,-7.72,0.2
284835,-7.71,0.2
284836,-8.05,0.2
284837,-7.85,0.2
284838,-8.97,0.2
284839,-8.38,0.2
284840,-7.5,0.2
284841,-8.87,0.2
284842,-8.13,0.2
284843,-7.3,0.2
284844,-8.51,0.2
284845,-8.4,0.2
284846,-8.29,0.2
284847,-7.46,0.2
284848,-7.93,0.2
284849,-7.01,0.2
284850,-6.73,0.2
284851,-7.79,0.2
284852,-7.78,0.2
284853,-7.41,0.2
284854,-7.69,0.2
284855,-7.8,0.2
284856,-8.21,0.2
284857,-8.25,0.2
284858,-8.15,0.2
284859,-8.24,0.2
284860,-8.06,0.2
284861,-8.23,0.2
284862,-7.98,0.2
284863,-7.92,0.2
284864,-8.29,0.2
284865,-7.77,0.2
284866,-8.24,0.2
284867,-8.11,0.2
284868,-7.9,0.2
284869,-7.95,0.2
284870,-8.49,0.2
284871,-7.8,0.2
284872,-7.76,0.2
284873,-7.34,0.2
284874,-7.56,0.2
284875,-7.81,0.2
284876,-7.63,0.2
284877,-7.81,0.2
284878,-7.88,0.2
284879,-7.99,0.2
284880,-7.92,0.2
284881,-8.04,0.2
284882,-7.36,0.2
284883,-8.68,0.2
284884,-8.03,0.2
284885,-8.62,0.2
284886,-8.8,0.2
284887,-8.51,0.2
284888,-7.71,0.2
284889,-8.08031399,0.2
284890,-7.7,0.2
284891,-8.5,0.2
284892,-7.97,0.2
284893,-8.04,0.2
284894,-8.38,0.2
284895,-8.1,0.2
284896,-8.52,0.2
284897,-7.84050515,0.2
284898,-7.8062483,0.2
284899,-7.359659,0.2
284900,-7.6262123,0.2
284901,-8.1368144,0.2
284902,-7.9984534,0.2
284903,-7.84,0.2
284904,-8.3128496,0.2
284905,-8.384864,0.2
284906,-8.3005138,0.2
284907,-8.494886,0.2
284908,-8.29,0.2
284909,-7.953111,0.2
284910,-7.9091022,0.2
284911,-7.519691,0.2
284912,-7.3266524,0.2
284913,-7.87801265,0.2
284914,-7.6610526,0.2
284915,-7.8437558,0.2
284916,-7.803081,0.2
284917,-7.8060816,0.2
284918,-7.7440692,0.2
284919,-8.204828,0.2
284920,-8.3771958,0.2
284921,-8.0137898,0.2
284922,-7.8332537,0.2
284923,-8.13501404,0.2
284924,-7.8837638,0.2
284925,-8.02404185,0.2
284926,-8.274842,0.2
284927,-8.3571918,0.2
284928,-8.6494169,0.2
284929,-7.68947495,0.2
284930,-7.1961263,0.2
284931,-7.92117128,0.2
284932,-8.1428156,0.2
284933,-7.96618028,0.2
284934,-7.789117333,0.2
284935,-8.004981867,0.2
284936,-7.8596208,0.2
284937,-7.850410133,0.2
284938,-7.870003733,0.2
284939,-7.7968208,0.2
284940,-7.8244528,0.2
284941,-8.338408,0.2
284942,-8.338073067,0.2
284943,-8.709346667,0.2
284944,-8.819539733,0.2
284945,-8.482931733,0.2
284946,-8.312953067,0.2
284947,-8.4368784,0.2
284948,-8.4594864,0.2
284949,-8.36,0.2
284950,-8.305752,0.2
284951,-8.183836267,0.2
284952,-8.213980267,0.2
284953,-8.1439792,0.2
284954,-7.7596432,0.2
284955,-7.469423467,0.2
284956,-7.424709867,0.2
284957,-7.474447467,0.2
284958,-7.956918933,0.2
284959,-8.154864533,0.2
284960,-7.720623467,0.2
284961,-7.837682667,0.2
284962,-8.230392,0.2
284963,-8.1113232,0.2
284964,-8.065437333,0.2
284965,-8.249096983,0.2
284966,-8.386047433,0.2
284967,-8.438051817,0.2
284968,-8.446245433,0.2
284969,-8.642223367,0.2
284970,-8.134051917,0.2
284971,-7.795438167,0.2
284972,-7.82,0.2
284973,-7.884230217,0.2
284974,-8.1609738,0.2
284975,-8.5823598,0.2
284976,-8.137229033,0.2
284977,-7.753968433,0.2
284978,-7.66488305,0.2
284979,-9.092370633,0.2
284980,-7.805656083,0.2
284981,-7.746340625,0.2
284982,-7.472287,0.2
284983,-7.98904525,0.2
284984,-8.288111375,0.2
284985,-8.7125735,0.2
284986,-8.04607375,0.2
284987,-7.814374625,0.2
284988,-8.1196105,0.2
284989,-9.21232325,0.2
284990,-8.421011125,0.2
284991,-7.807121,0.2
284992,-7.9348515,0.2
284993,-7.768685125,0.2
284994,-8.22549675,0.2
284995,-8.3223785,0.2
284996,-8.493047125,0.2
284997,-7.67,0.2
284998,-8.999717,0.2
284999,-9.45411075,0.2
285000,-8.364066,0.2
285001,-8.071253,0.2
285002,-7.652627125,0.2
285003,-7.529649,0.2
285004,-9.384492625,0.2
285005,-7.38827765,0.2
285006,-7.4424047,0.2
285007,-7.92774725,0.2
285008,-8.09976655,0.2
285009,-8.14765715,0.2
285010,-8.17993995,0.2
285011,-8.21155575,0.2
285012,-8.3970151,0.2
285013,-8.9102049,0.2
285014,-9.08772695,0.2
285015,-8.86448205,0.2
285016,-9.3294811,0.2
285017,-8.0751209,0.2
285018,-7.7621645,0.2
285019,-8.31,0.2
285020,-7.2574456,0.2
285021,-7.01369045,0.2
285022,-7.2665835,0.2
285023,-7.4409373,0.2
285024,-7.46031365,0.2
285025,-7.52928145,0.2
285026,-8.351459,0.2
285027,-8.27378685,0.2
285028,-8.1338169,0.2
285029,-8.19361345,0.2
285030,-8.2893613,0.2
285031,-7.9364516,0.2
285032,-8.28339165,0.2
285033,-8.09,0.2
285034,-9.11,0.2
285035,-7.83,0.2
285036,-7.88,0.2
285037,-7.36,0.2
285038,-7.9516438,0.2
285039,-7.872132275,0.2
285040,-7.917866033,0.2
285041,-7.762772575,0.2
285042,-7.78930986,0.2
285043,-7.906746125,0.2
285044,-7.79392504,0.2
285045,-8.440501725,0.2
285046,-8.7603036,0.2
285047,-8.35,0.2
285048,-9.055524625,0.2
285049,-8.05147215,0.2
285050,-8.6208449,0.2
285051,-8.1212015,0.2
285052,-8.1212015,0.2
285053,-8.162085975,0.2
285054,-8.461989067,0.2
285055,-8.464580925,0.2
285056,-8.084796043,0.2
285057,-7.4379542,0.2
285058,-7.410112625,0.2
285059,-7.366970725,0.2
285060,-7.8232214,0.2
285061,-7.519973975,0.2
285062,-7.669967325,0.2
285063,-8.44,0.2
285064,-7.83686628,0.2
285065,-8.209742725,0.2
285066,-8.146284,0.2
285067,-7.54450466,0.2
285068,-7.91,0.2
285069,-7.94,0.2
285070,-7.91,0.2
285071,-7.66,0.2
285072,-7.48,0.2
285073,-7.87,0.2
285074,-8.28,0.2
285075,-8.38,0.2
285076,-8.08,0.2
285077,-8.63,0.2
285078,-7.57,0.2
285079,-7.85,0.2
285080,-8.4,0.2
285081,-8.41,0.2
285082,-8.07,0.2
285083,-7.62,0.2
285084,-7.68,0.2
285085,-8.58,0.2
285086,-8.62,0.2
285087,-8.5,0.2
285088,-8.6,0.2
285089,-5.12,0.06
285090,-6.16,0.06
285091,-6.06,0.06
285092,-5.59,0.06
285093,-5.35,0.06
285094,-4.5,0.06
285095,-3.99,0.06
285096,-4.09,0.06
285097,-3.96,0.06
285098,-5.22,0.06
285099,-6.2,0.06
285100,-4.69,0.06
285101,-4.9,0.06
285102,-6.3,0.06
285103,-4.07,0.06
285104,-4.87,0.06
285105,-4.59,0.06
285106,-4.72,0.06
285107,-7.36,0.06
285108,-5.63,0.06
285109,-6.17,0.06
285110,-6.44,0.06
285111,-6.7,0.06
285112,-6.18,0.06
285113,-8.48,0.06
285114,-7.19,0.06
285115,-6.66,0.06
285116,-4.04,0.06
285117,-6.66,0.06
285118,-5.26,0.06
285119,-8.13,0.06
285120,-5.58,0.06
285121,-6.09,0.06
285122,-6.06,0.06
285123,-7.17,0.06
285124,-8.34,0.06
285125,-7.33,0.06
285126,-7.32,0.06
285127,-6.72,0.06
285128,-6.83,0.06
285129,-7.28,0.06
285130,-7.04,0.06
285131,-6.29,0.06
285132,-6.91,0.06
285133,-7.22,0.06
285134,-6.37,0.06
285135,-6.63,0.06
285136,-7.59,0.06
285137,-7.48,0.06
285138,-5.28,0.06
285139,-5.58,0.06
285140,-6.49,0.06
285141,-6.84,0.06
285142,-7.31,0.06
285143,-7.84,0.06
285144,-10.27,0.06
285145,-9.82,0.06
285146,-5.55,0.06
285147,-5.57,0.06
285148,-6.17,0.06
285149,-3.91,0.06
285150,-3.82,0.06
285151,-4.46,0.06
285152,-5.22,0.06
285153,-4.64,0.06
285154,-5.01,0.06
285155,-6.0,0.06
285156,-5.39,0.06
285157,-5.55,0.06
285158,-4.85,0.06
285159,-4.91,0.06
285160,-5.47,0.06
285161,-5.32,0.06
285162,-6.66,0.06
285163,-5.04,0.06
285164,-5.47,0.06
285165,-5.89,0.06
285166,-6.16,0.06
285167,-5.92,0.06
285168,-5.36,0.06
285169,-6.79,0.06
285170,-8.77,0.06
285171,-9.36,0.06
285172,-5.04,0.06
285173,-3.37,0.06
285174,-5.01,0.06
285175,-6.84,0.06
285176,-5.4,0.06
285177,-6.93,0.06
285178,-6.19,0.06
285179,-5.86,0.06
285180,-6.67,0.06
285181,-7.31,0.06
285182,-6.7,0.06
285183,-7.02,0.06
285184,-5.91,0.06
285185,-5.55,0.06
285186,-6.11,0.06
285187,-5.73,0.06
285188,-6.4,0.06
285189,-9.43,0.06
285190,-5.5,0.06
285191,-4.99,0.06
285192,-8.66,0.06
285193,-2.97,0.06
285194,-5.1,0.06
285195,-5.87,0.06
285196,-6.01,0.06
285197,-5.25,0.06
285198,-5.65,0.06
285199,-4.78,0.06
285200,-4.71,0.06
285201,-8.69,0.06
285202,-5.39,0.06
285203,-5.52,0.06
285204,-5.35,0.06
285205,-5.39,0.06
285206,-5.15,0.06
285207,-4.06,0.06
285208,-4.04,0.06
285209,-4.68,0.06
285210,-4.9,0.06
285211,-5.33,0.06
285212,-5.87,0.06
285213,-6.45,0.06
285214,-5.65,0.06
285215,-6.91,0.06
285216,-5.85,0.06
285217,-6.56,0.06
285218,-7.32,0.06
285219,-6.19,0.06
285220,-5.23,0.06
285221,-8.67,0.06
285222,-3.34,0.06
285223,-4.5,0.06
285224,-3.52,0.06
285225,-3.63,0.06
285226,-3.47,0.06
285227,-3.23,0.06
285228,-3.93,0.06
285229,-2.36,0.06
285230,-3.45,0.06
285231,-2.77,0.06
285232,-2.78,0.06
285233,-2.82,0.06
285234,-2.59,0.06
285235,-3.95,0.06
285236,-3.76,0.06
285237,-4.42,0.06
285238,-4.51,0.06
285239,-4.63,0.06
285240,-4.89,0.06
285241,-5.28,0.06
285242,-6.15,0.06
285243,-7.32,0.06
285244,-6.54,0.06
285245,-1.43,0.06
285246,-2.11,0.06
285247,-2.32,0.06
285248,-6.19,0.06
285249,-5.84,0.06
285250,-4.53,0.06
285251,-4.54,0.06
285252,-5.99,0.06
285253,-7.39,0.06
285254,-3.23,0.06
285255,-4.04,0.06
285256,-3.0,0.06
285257,-2.83,0.06
285258,-2.38,0.06
285259,-3.3,0.06
285260,-4.92,0.06
285261,-3.54,0.06
285262,-2.82,0.06
285263,-3.16,0.06
285264,-3.2,0.06
285265,-2.53,0.06
285266,-2.97,0.06
285267,-2.81,0.06
285268,-3.33,0.06
285269,-3.27,0.06
285270,-2.47,0.06
285271,-2.45,0.06
285272,-2.5,0.06
285273,-2.7,0.06
285274,-3.31,0.06
285275,-2.95,0.06
285276,-2.77,0.06
285277,-3.1,0.06
285278,-3.34,0.06
285279,-2.21,0.06
285280,-3.94,0.06
285281,-3.46,0.06
285282,-3.47,0.06
285283,-2.72,0.06
285284,-2.76,0.06
285285,-2.62,0.06
285286,-3.43,0.06
285287,-4.46,0.06
285288,-1.95,0.06
285289,-1.83,0.06
285290,-2.57,0.06
285291,-2.02,0.06
285292,-1.8,0.06
285293,-2.71,0.06
285294,-2.55,0.06
285295,-1.92,0.06
285296,-2.74,0.06
285297,-2.6,0.06
285298,-2.52,0.06
285299,-2.61,0.06
285300,-2.51,0.06
285301,-2.48,0.06
285302,-3.46,0.06
285303,-4.64,0.06
285304,-2.41,0.06
285305,-2.46,0.06
285306,-2.37,0.06
285307,-2.07,0.06
285308,-1.98,0.06
285309,-2.8,0.06
285310,-3.69,0.06
285311,-2.37,0.06
285312,-4.63,0.06
285313,-4.02,0.06
285314,-2.16,0.06
285315,-2.24,0.06
285316,-1.71,0.06
285317,-2.23,0.06
285318,-2.48,0.06
285319,-2.32,0.06
285320,-3.28,0.06
285321,-4.62,0.06
285322,-4.69,0.06
285323,-4.4,0.06
285324,-4.45,0.06
285325,-4.82,0.06
285326,-5.65,0.06
285327,-2.6,0.06
285328,-2.87,0.06
285329,-4.1,0.06
285330,-6.01,0.06
285331,-7.53,0.06
285332,-7.72,0.06
285333,-2.54,0.06
285334,-6.11,0.06
285335,-7.93,0.06
285336,-7.1,0.06
285338,-5.39,0.07
285339,-5.74,0.07
285340,-6.18,0.07
285341,-6.3,0.07
285342,-6.38,0.07
285343,-6.31,0.07
285344,-6.1,0.07
285345,-6.4,0.07
285346,-6.13,0.07
285347,-6.76,0.07
285348,-6.38,0.07
285349,-6.01,0.07
285350,-6.08,0.07
285351,-6.0,0.07
285352,-6.03,0.07
285353,-6.02,0.07
285354,-6.07,0.07
285355,-6.07,0.07
285356,-5.93,0.07
285357,-6.05,0.07
285358,-6.33,0.07
285359,-6.62,0.07
285360,-6.52,0.07
285361,-6.23,0.07
285362,-6.12,0.07
285363,-6.13,0.07
285364,-6.17,0.07
285365,-6.16,0.07
285366,-6.32,0.07
285367,-6.36,0.07
285368,-6.28,0.07
285369,-6.29,0.07
285370,-6.44,0.07
285371,-6.28,0.07
285372,-6.46,0.07
285373,-6.48,0.07
285374,-6.59,0.07
285375,-6.65,0.07
285376,-6.08,0.07
285377,-6.32,0.07
285378,-6.48,0.07
285379,-6.51,0.07
285380,-6.37,0.07
285381,-6.36,0.07
285382,-6.38,0.07
285383,-6.25,0.07
285384,-6.03,0.07
285385,-6.16,0.07
285386,-6.25,0.07
285387,-6.36,0.07
285388,-6.48,0.07
285389,-6.35,0.07
285390,-6.13,0.07
285391,-6.08,0.07
285392,-5.98,0.07
285393,-5.93,0.07
285394,-6.03,0.07
285395,-6.16,0.07
285396,-6.17,0.07
285397,-6.07,0.07
285398,-6.11,0.07
285399,-6.17,0.07
285400,-6.1,0.07
285401,-6.17,0.07
285402,-6.19,0.07
285403,-6.17,0.07
285404,-5.97,0.07
285405,-6.05,0.07
285406,-6.04,0.07
285407,-5.72,0.07
285408,-5.61,0.07
285409,-5.86,0.07
285410,-6.47,0.07
285411,-6.49,0.07
285412,-6.38,0.07
285413,-6.08,0.07
285414,-6.11,0.07
285415,-6.09,0.07
285416,-6.14,0.07
285417,-5.99,0.07
285418,-5.93,0.07
285419,-5.78,0.07
285420,-6.03,0.07
285421,-6.13,0.07
285422,-6.07,0.07
285423,-6.12,0.07
285424,-6.15,0.07
285425,-6.28,0.07
285426,-6.38,0.07
285427,-6.48,0.07
285428,-6.69,0.07
285429,-6.73,0.07
285430,-6.61,0.07
285431,-6.5,0.07
285432,-6.53,0.07
285433,-6.56,0.07
285434,-6.69,0.07
285435,-6.89,0.07
285436,-6.81,0.07
285437,-6.69,0.07
285438,-6.69,0.07
285439,-6.69,0.07
285440,-6.61,0.07
285441,-6.66,0.07
285442,-6.69,0.07
285443,-6.86,0.07
285444,-6.77,0.07
285445,-6.75,0.07
285446,-6.55,0.07
285447,-6.34,0.07
285448,-6.14,0.07
285449,-6.72,0.07
285450,-7.05,0.07
285451,-6.9,0.07
285452,-6.63,0.07
285453,-6.44,0.07
285454,-6.86,0.07
285455,-7.33,0.07
285456,-7.13,0.07
285457,-7.24,0.07
285458,-7.37,0.07
285459,-7.41,0.07
285460,-7.37,0.07
285461,-7.37,0.07
285462,-7.16,0.07
285463,-7.0,0.07
285464,-7.02,0.07
285465,-6.93,0.07
285466,-6.6,0.07
285467,-6.63,0.07
285468,-6.69,0.07
285469,-6.75,0.07
285470,-6.82,0.07
285471,-6.93,0.07
285472,-7.13,0.07
285473,-7.25,0.07
285474,-7.38,0.07
285475,-7.43,0.07
285476,-7.45,0.07
285477,-7.34,0.07
285478,-7.23,0.07
285479,-7.36,0.07
285480,-7.25,0.07
285481,-7.17,0.07
285482,-7.1,0.07
285483,-7.21,0.07
285484,-7.19,0.07
285485,-6.77,0.07
285486,-6.5,0.07
285487,-6.56,0.07
285488,-6.82,0.07
285489,-6.55,0.07
285490,-6.5,0.07
285491,-6.26,0.07
285492,-6.11,0.07
285493,-6.24,0.07
285494,-6.4,0.07
285495,-6.29,0.07
285496,-6.56,0.07
285497,-6.51,0.07
285498,-6.44,0.07
285499,-5.98,0.07
285500,-5.57,0.07
285501,-5.65,0.07
285502,-6.05,0.07
285503,-6.47,0.07
285504,-6.58,0.07
285505,-6.69,0.07
285506,-6.41,0.07
285507,-6.07,0.07
285508,-5.99,0.07
285509,-5.92,0.07
285510,-5.77,0.07
285511,-5.76,0.07
285512,-6.2,0.07
285513,-6.07,0.07
285514,-6.1,0.07
285515,-5.75,0.07
285516,-5.47,0.07
285517,-5.42,0.07
285518,-5.51,0.07
285519,-5.6,0.07
285520,-5.77,0.07
285521,-5.81,0.07
285522,-5.87,0.07
285523,-5.83,0.07
285524,-5.79,0.07
285525,-5.53,0.07
285526,-5.32,0.07
285527,-5.18,0.07
285528,-5.55,0.07
285529,-6.13,0.07
285530,-6.44,0.07
285531,-6.76,0.07
285532,-7.13,0.07
285533,-7.12,0.07
285534,-6.98,0.07
285535,-7.06,0.07
285536,-7.13,0.07
285537,-7.07,0.07
285538,-7.06,0.07
285539,-6.96,0.07
285540,-7.02,0.07
